"sensorId","obsCount","outlierCount","rate","shape","ppv","sensitivity","f1","AIC","BIC","lglk"
909,95873,48,118.802656326646,12.6083991100965,0.1875,0.75,0.3,Inf,Inf,-Inf
911,274076,115,117.353737964162,10.2085562931733,0.0897597977243995,0.617391304347826,0.15673289183223,Inf,Inf,-Inf
913,11198,6,116.790760367073,15.2051944272882,0.125,0.666666666666667,0.210526315789474,-44209.4650870753,-44194.8181061355,22106.7325435377
920,55238,21,114.182084848483,14.694346386875,0.173913043478261,0.761904761904762,0.283185840707965,Inf,Inf,-Inf
923,130985,66,112.850583643792,14.5831860611506,0.232044198895028,0.636363636363636,0.340080971659919,-513945.145143054,-513925.579466871,256974.572571527
924,151436,38,113.365798422088,13.747387536725,0.00625558534405719,0.184210526315789,0.0121002592912705,Inf,Inf,-Inf
926,61170,31,114.374824479539,10.7276833159104,0.23,0.741935483870968,0.351145038167939,Inf,Inf,-Inf
927,350757,162,114.786879255282,10.9812254548558,0.197211155378486,0.611111111111111,0.298192771084337,Inf,Inf,-Inf
933,274484,125,108.965638109185,12.7239796754605,0.257062146892655,0.728,0.379958246346555,Inf,Inf,-Inf
934,321357,151,114.680551171738,11.2514679630294,0.074800290486565,0.682119205298013,0.134816753926702,Inf,Inf,-Inf
939,382671,191,112.641310357111,11.2869233630611,0.0717029449423816,0.586387434554974,0.127780946948089,Inf,Inf,-Inf
941,46947,24,108.497919069883,19.3595162467464,0.203125,0.541666666666667,0.295454545454545,-167396.224307373,-167378.710758203,83700.1121536864
946,349880,77,113.700705551907,10.6555553811086,0.0860927152317881,0.675324675324675,0.152716593245228,Inf,Inf,-Inf
947,268121,136,115.266316213433,11.9017984008598,0.120165745856354,0.639705882352941,0.202325581395349,Inf,Inf,-Inf
948,62103,30,115.313674676405,13.9044807341655,0.130769230769231,0.566666666666667,0.2125,-249128.527892786,-249110.454793634,124566.263946393
949,372571,178,116.751050390766,13.6505645748861,0.122941822173436,0.629213483146067,0.205693296602387,-1511589.43108813,-1511567.77472233,755796.715544065
952,45611,24,96.4860378163698,8.24001072815288,0.226415094339623,1,0.369230769230769,Inf,Inf,-Inf
953,354833,190,117.295494360966,14.0130032406139,0.173333333333333,0.684210526315789,0.276595744680851,Inf,Inf,-Inf
956,64345,34,118.257585316242,10.6822377029681,0.140845070422535,0.588235294117647,0.227272727272727,Inf,Inf,-Inf
960,58519,18,114.920776250404,14.3706503038027,0.0945945945945946,0.388888888888889,0.152173913043478,-232616.868761587,-232598.914548053,116310.434380793
961,42678,17,113.629721744807,13.5402959628012,0.115044247787611,0.764705882352941,0.2,-171161.371061211,-171144.048183523,85582.6855306054
962,34748,18,115.359256659599,12.9641698216009,0.170731707317073,0.777777777777778,0.28,-141838.160640679,-141821.248886088,70921.0803203395
963,236302,117,112.947925573763,13.024486655476,0.269372693726937,0.623931623931624,0.376288659793814,Inf,Inf,-Inf
964,31594,15,115.355037101753,11.4666731513784,0.073394495412844,0.533333333333333,0.129032258064516,Inf,Inf,-Inf
967,73865,37,111.932151341447,10.4589682430989,0.256944444444444,1,0.408839779005525,Inf,Inf,-Inf
969,259449,120,114.682769118757,11.5813070098761,0.0890642615558061,0.658333333333333,0.156901688182721,Inf,Inf,-Inf
972,163405,74,279.244119155447,23.3543415561179,0.175355450236967,1,0.298387096774194,-860791.726418911,-860771.718444789,430397.863209455
976,72779,37,115.633932035404,16.0115871480255,0.189655172413793,0.594594594594595,0.287581699346405,Inf,Inf,-Inf
977,38605,17,109.054124862166,15.09518320014,0.12,0.705882352941177,0.205128205128205,Inf,Inf,-Inf
978,379314,106,113.632635077306,14.8190779524258,0.125944584382872,0.471698113207547,0.198807157057654,Inf,Inf,-Inf
979,12634,8,115.474722293737,10.6596464344101,0.135135135135135,0.625,0.222222222222222,Inf,Inf,-Inf
980,393166,193,114.774502879818,16.0046768341373,0.174114021571649,0.585492227979275,0.268408551068884,-1519209.08545696,-1519187.32148257,759606.54272848
981,342365,157,114.753391831972,14.8014109526093,0.183193277310924,0.694267515923567,0.289893617021277,Inf,Inf,-Inf
982,179311,88,114.96440350712,15.0726373056366,0.100189035916824,0.602272727272727,0.171799027552674,Inf,Inf,-Inf
984,355118,142,110.69641811503,12.0794690296442,0.122356495468278,0.570422535211268,0.201492537313433,Inf,Inf,-Inf
985,335745,150,110.062102255195,14.2865785383993,0.251585623678647,0.793333333333333,0.382022471910112,Inf,Inf,-Inf
986,330981,133,118.302914799224,12.5548348160577,0.140096618357488,0.654135338345865,0.230769230769231,Inf,Inf,-Inf
987,52202,28,115.04633037206,15.0854828925054,0.127388535031847,0.714285714285714,0.216216216216216,-204896.336198213,-204878.610446039,102450.168099107
988,63418,30,115.624125695348,13.1268946195736,0.119205298013245,0.6,0.198895027624309,Inf,Inf,-Inf
